scenario,episode,p_correct,lo95,hi95
traditional,34,0.7551205871809746,0.7399515359997093,0.7678923721749279
traditional,35,0.7559331017248312,0.7406337218798591,0.7687954081329889
traditional,36,0.7566836719079153,0.7412519699805563,0.769788898618433
traditional,37,0.7573886515169093,0.7418846751564847,0.7705369566709661
traditional,38,0.7580642522555222,0.7426350539544262,0.7713037795702437
traditional,39,0.7587265590512301,0.743367672540373,0.7720584322653583
traditional,40,0.7593914328556122,0.7440847428010988,0.7727959113180364
traditional,41,0.7600682920335544,0.7448071697863071,0.7735313126428034
traditional,42,0.7607566958032669,0.7453905554221878,0.774304189535607
traditional,43,0.7614553643784434,0.7459380143179638,0.7750873579532207
traditional,44,0.7621630260692462,0.7465130599742711,0.775852216249781
traditional,45,0.762878417670772,0.7471134661220565,0.7765991835943578
traditional,46,0.7636002848120497,0.7478629624687463,0.7773302940496973
traditional,47,0.7643273822652618,0.7486154986763114,0.7780394243399233
traditional,48,0.7650584742148836,0.7493212943098359,0.7786084785823941
traditional,49,0.7657923344864408,0.7500358616149846,0.7793125716510194
traditional,50,0.7665277467345948,0.750769075185708,0.7800230669726739
traditional,51,0.7672635045902796,0.7515522705894807,0.7807281500797317
traditional,52,0.7679984117666273,0.7521940469081101,0.7813424827340447
traditional,53,0.7687312821234362,0.7528346869077392,0.7819529470415753
traditional,54,0.7694609396899588,0.7534461515351816,0.7826275500913199
traditional,55,0.7701862186458008,0.7540591567847694,0.7833439737759873
traditional,56,0.7709059632597512,0.7546732060674843,0.7840464461294302
traditional,57,0.7716190277863834,0.7553207851608378,0.7847337071290796
traditional,58,0.7723242763202878,0.7561243149905023,0.7854276589405426
traditional,59,0.7730205826078265,0.756881507434425,0.7862332814003937
traditional,60,0.7737068298163182,0.7576356090462333,0.7869311226054545
traditional,61,0.7743819102605872,0.7583991508680791,0.7874397786984608
traditional,62,0.775044725086831,0.7591549252906337,0.7880104693395962
traditional,63,0.7756941839137862,0.7598896443378528,0.7885723614853181
traditional,64,0.7763292044311855,0.7607165561644755,0.7891160936501479
traditional,65,0.7769487119555251,0.7616758111623338,0.7898752816772863
traditional,66,0.777551638943173,0.7626045987510491,0.7903911519522555
traditional,67,0.7781369244608668,0.7633198714752056,0.791110622979322
traditional,68,0.778703513613663,0.7640166585487896,0.7916995153799783
traditional,69,0.7792503569304106,0.764693340092479,0.79225499310825
traditional,70,0.7797764097068327,0.7653397388154508,0.7927907018914387
traditional,71,0.780280631306306,0.7659606519919956,0.7933408216866824
traditional,72,0.7807619844184353,0.7665578399062598,0.7938840909634102
traditional,73,0.7812194342755246,0.7670860531531007,0.7943939842236728
traditional,74,0.7816519478270474,0.7674880226804975,0.7948152484833368
traditional,75,0.7820584928722196,0.7678809718736662,0.7951832503327245
traditional,76,0.782438037150782,0.7682645646024203,0.795513019149631
traditional,77,0.782789547392092,0.7686384657709219,0.7959017407529615
traditional,78,0.7831119883226283,0.769000907062944,0.79626007000007
traditional,79,0.7834043216320046,0.7693497839279005,0.7965870425526747
traditional,80,0.7836656954112705,0.7696837080804152,0.7968772406349492
traditional,81,0.7838974650121807,0.7698985551754518,0.7968318136451411
traditional,82,0.7841024000821228,0.7700908465312409,0.7969386501799567
traditional,83,0.7842832793676656,0.7702534045096397,0.7970843978605874
traditional,84,0.7844428691261114,0.7701723179055112,0.7971932320569207
traditional,85,0.7845839251304092,0.7703427650309765,0.7972684122605785
traditional,86,0.7847091944325593,0.7706617436340236,0.7973135353187469
traditional,87,0.7848214168851885,0.7710052312749034,0.7973917300460156
traditional,88,0.784923326421041,0.7714343387000352,0.7976584797505135
traditional,89,0.7850176520901933,0.7717291319865095,0.7978569044545667
traditional,90,0.785107118854847,0.7716549841905177,0.7981806242750232
traditional,91,0.7851944481415872,0.7715619335547987,0.7984860925357192
traditional,92,0.7852823581510225,0.7714726484285018,0.7989747511879617
traditional,93,0.7853735639247349,0.771425848235187,0.7992317795963974
traditional,94,0.7854707771694778,0.7715415795518975,0.7993552131542915
traditional,95,0.785576705838561,0.7716347579775606,0.7994647299506283
traditional,96,0.7856940534703546,0.7717094359095756,0.7996537888919122
traditional,97,0.7858255182838301,0.7718237934395831,0.7998797598159816
traditional,98,0.7859737920310403,0.7719248907458433,0.8001197647630383
traditional,99,0.7861415586064177,0.771993660842266,0.8004329682326695
traditional,100,0.7863314924127408,0.7721223337588256,0.8007111060594537
traditional,101,0.7865462564836014,0.7722982836062693,0.8009583909650658
traditional,102,0.7867885003621707,0.7723871971128319,0.8011733394456262
traditional,103,0.78706085773605,0.7725422382612854,0.8011922459135106
traditional,104,0.787365943827977,0.7727582120265742,0.8011770204030387
traditional,105,0.7877063525421617,0.7733378833165269,0.8014572748073845
traditional,106,0.7880846533660468,0.7740442741880204,0.8016797988400091
traditional,107,0.7885033880273321,0.7747411919924936,0.8017104780886914
traditional,108,0.7889650669061815,0.7754303450836584,0.801850950802575
traditional,109,0.7894721652026506,0.775475589056398,0.8020672883867386
traditional,110,0.7900271188595442,0.7756061944544289,0.8017245285976535
traditional,111,0.7906323202411388,0.7752771986738252,0.8019563308887329
traditional,112,0.7912901135685173,0.7751959945681971,0.8022446383524098
traditional,113,0.7920027901126472,0.7761576633155581,0.8029609684935356
traditional,114,0.792772583146827,0.7771231347210997,0.8039835624748686
traditional,115,0.7936016626607278,0.7774054600955537,0.8056090580923011
traditional,116,0.7944921298389961,0.7774007585163762,0.8076132600415808
traditional,117,0.7954460113082612,0.7774134682508901,0.8090308465384104
traditional,118,0.7964652531574441,0.7771506838023279,0.8105117048946513
traditional,119,0.7975517147374842,0.7765948295975778,0.8126793501211714
free_choice,0,0.5394095287634637,0.5123270500937975,0.5668862046241737
free_choice,1,0.5546567851588887,0.5313140513443819,0.578852946191375
free_choice,2,0.5690823098416452,0.5471818915830897,0.5912005702412662
free_choice,3,0.5826973092719459,0.5630042563541225,0.6023920524810427
free_choice,4,0.5955185307657183,0.5773708240962405,0.6142934965960629
free_choice,5,0.6075671276982489,0.5905136709013787,0.6250675554098444
free_choice,6,0.618867649807749,0.6021078306952948,0.6351025778992483
free_choice,7,0.6294471616595332,0.6134151137586551,0.6449328718997747
free_choice,8,0.6393344865853998,0.6241342727969608,0.6544541025157213
free_choice,9,0.6485595693997694,0.6339344744597314,0.6637274980926184
free_choice,10,0.657152948614814,0.6436299479449257,0.6718530882764988
free_choice,11,0.6651453274342501,0.6514675982682318,0.6800854338967707
free_choice,12,0.6725672322273281,0.6589200243806015,0.6873830202228556
free_choice,13,0.6794487472344711,0.6657146849999173,0.6941319909862963
free_choice,14,0.685819314738112,0.6719733594307201,0.7005304082364845
free_choice,15,0.6917075906901716,0.6781153571202896,0.7063031401895223
free_choice,16,0.697141346701184,0.6832722932534715,0.7118417903104637
free_choice,17,0.7021474102762801,0.6879596852994666,0.7166483053845523
free_choice,18,0.7067516361668813,0.6925424168358121,0.7208052404237649
free_choice,19,0.7109789026513866,0.6968323474402123,0.7247072106647773
free_choice,20,0.7148531274366192,0.700850136706096,0.7284200031969924
free_choice,21,0.7183972986694567,0.7042140421501956,0.7318709356163009
free_choice,22,0.7216335172586449,0.7069288554628838,0.7350414588157769
free_choice,23,0.7245830473299714,0.7097122146997581,0.7377111344694355
free_choice,24,0.7272663721773955,0.7126362167947153,0.740238153658409
free_choice,25,0.7297032535344624,0.7147534510100995,0.7428143460810436
free_choice,26,0.7319127923817269,0.716288858435768,0.7451992895397046
free_choice,27,0.7339134898348793,0.7178059225882832,0.7472359181595024
free_choice,28,0.7357233069326631,0.7195133744432627,0.7490231559708652
free_choice,29,0.737359722371011,0.7210646345427446,0.7508686101683383
free_choice,30,0.738839787417025,0.7226034765165633,0.752457578837721
free_choice,31,0.7401801773897204,0.7241524396381354,0.7537772166722341
free_choice,32,0.7413972392193312,0.7253613049432515,0.7550115951078792
free_choice,33,0.7425070346982088,0.7263429871863297,0.7559857466639593
free_choice,34,0.7435253791179786,0.7272325890556024,0.7571144167940222
free_choice,35,0.7444678750530818,0.7280468557630736,0.7582747395876845
free_choice,36,0.7453499411029246,0.7288023799675102,0.7595909055536155
free_choice,37,0.7461868354459102,0.7295156234485832,0.760618087584559
free_choice,38,0.7469936740904911,0.7302045046722061,0.7615460794266282
free_choice,39,0.7477854437325427,0.7310113594891294,0.7624375064119097
free_choice,40,0.7485769101586107,0.7318209886221314,0.7633626917352229
free_choice,41,0.7493767929015027,0.7326619323059989,0.7643544037230776
free_choice,42,0.750184571415269,0.7335340300756067,0.7651274790494063
free_choice,43,0.7509989411589734,0.7344346942832649,0.7658554959026197
free_choice,44,0.7518186074178281,0.7352043484339899,0.7665849616941177
free_choice,45,0.7526422855844773,0.7359415154048281,0.7673905299984364
free_choice,46,0.7534687014006887,0.7366942394456121,0.7681471635734038
free_choice,47,0.7542965911590324,0.7374542400637477,0.7688862667220824
free_choice,48,0.7551247018641363,0.7382762143221644,0.769607744405454
free_choice,49,0.7559517913531254,0.7392311180909461,0.7703454446212034
free_choice,50,0.756776628374874,0.7401967431865182,0.7711431600513927
free_choice,51,0.7575979926277233,0.7411706935997461,0.7718976113417118
free_choice,52,0.758414674755341,0.7421505932326058,0.7726910979836223
free_choice,53,0.7592254763004275,0.7431340866789382,0.7734405246527846
free_choice,54,0.7600292096160045,0.7438951667773722,0.7742314820386144
free_choice,55,0.7608246977340458,0.7445554561453578,0.7749851175558117
free_choice,56,0.7616107741912466,0.7451999369572005,0.7756241188491915
free_choice,57,0.7623862828117546,0.7458060256061455,0.7763249771780426
free_choice,58,0.7631500774467179,0.7467028139685666,0.7769501513516259
free_choice,59,0.7639010216705341,0.747704905513306,0.7775734413565096
free_choice,60,0.7646379884337158,0.7485172103752118,0.7781918607845806
free_choice,61,0.7653598596723129,0.7492867564204369,0.7789040756614102
free_choice,62,0.7660655258738664,0.7500435390865731,0.7795835360160492
free_choice,63,0.7667538855998828,0.7507620759980187,0.7802204912386124
free_choice,64,0.7674238449648524,0.7518464579712524,0.7807851711479877
free_choice,65,0.7680743170718543,0.7528545064641688,0.7815356158145776
free_choice,66,0.7687042214048062,0.7536548667500008,0.782259435086107
free_choice,67,0.7693124831774427,0.7543636820213945,0.7826947041462801
free_choice,68,0.769898032639118,0.7549496427969288,0.7831208457875362
free_choice,69,0.7704598043375435,0.7553603678438114,0.7836145004183351
free_choice,70,0.7709967363385855,0.7557680207973448,0.7841907597713089
free_choice,71,0.7715077694032566,0.7561730317678482,0.7847401978824985
free_choice,72,0.7719918461220446,0.7565758293537795,0.7852661564366809
free_choice,73,0.7724479100067307,0.7569768404245265,0.7857778361664667
free_choice,74,0.7728749045398549,0.7573764898740436,0.7863247603604507
free_choice,75,0.7732717721819916,0.7577716919316217,0.7868300908710543
free_choice,76,0.773637453337008,0.758166709532974,0.7872937848655339
free_choice,77,0.7739708852754753,0.7585630748745714,0.78771045008296
free_choice,78,0.774271001016417,0.758943875311336,0.7879547692192369
free_choice,79,0.774536728167582,0.7592797692498565,0.788120593146325
free_choice,80,0.7747672153937847,0.7596144923403618,0.7883315017802677
free_choice,81,0.7749642480348369,0.7599146444659848,0.7885592437649386
free_choice,82,0.7751313024007029,0.7601488120319643,0.788760990982038
free_choice,83,0.7752718673689295,0.7605151233442465,0.7887691636452802
free_choice,84,0.7753894188710049,0.7607962829556691,0.7887338431784973
free_choice,85,0.7754874224962868,0.7609255222745642,0.7887903682891436
free_choice,86,0.7755693357339389,0.7608843664912526,0.789214738278706
free_choice,87,0.7756386098522491,0.7608116174748595,0.7894378198762577
free_choice,88,0.7756986914148551,0.7610832148860283,0.7894555431086981
free_choice,89,0.7757530234335462,0.7612519844095814,0.7894502613430269
free_choice,90,0.7758050461573988,0.7610404181211303,0.7894245517037338
free_choice,91,0.7758581974980866,0.7608329052043977,0.7895940008855444
free_choice,92,0.7759159130912394,0.7606358988753326,0.7898210782301691
free_choice,93,0.7759816259937499,0.7605649079305719,0.7900610237638523
free_choice,94,0.7760587660169196,0.7605139897624248,0.7904704740066648
free_choice,95,0.7761507586952999,0.7605005875568108,0.7908579659684971
free_choice,96,0.776261023891034,0.7604883913794798,0.7911424415882808
free_choice,97,0.7763929740334237,0.7604238156354943,0.7913172685244373
free_choice,98,0.7765500119933499,0.760416494433294,0.7914913803804716
free_choice,99,0.7767355285920616,0.7604739497490716,0.791683782908897
free_choice,100,0.7769528997437148,0.7606036665427397,0.7918798799482392
free_choice,101,0.7772054832309138,0.7608130779546234,0.7920640522617663
free_choice,102,0.7774966151123651,0.7611095488220494,0.7922257495447844
free_choice,103,0.7778296057616255,0.7615003574976131,0.7923796231322149
free_choice,104,0.7782077355358182,0.7619926759472782,0.7926161194929467
free_choice,105,0.7786342500731036,0.7625935481032754,0.7928919740474643
free_choice,106,0.7791123552176663,0.7633098664443796,0.7928343763275463
free_choice,107,0.7796452115710002,0.764148346774946,0.7928995889738252
free_choice,108,0.7802359286683918,0.7650902790427672,0.7931355172319056
free_choice,109,0.7808875587797195,0.7660373954938876,0.7935918703997359
free_choice,110,0.7816030903340344,0.7660449586752222,0.7938096440314504
free_choice,111,0.7823854409678985,0.7662259533273261,0.7942044471477039
free_choice,112,0.7832374501981563,0.7670321196637986,0.7948777573688222
free_choice,113,0.7841618717207318,0.7675046960736333,0.7961529063407312
free_choice,114,0.7851613653382286,0.7685356149461848,0.7972745940598696
free_choice,115,0.786238488520575,0.7692030697761423,0.7986671352344178
free_choice,116,0.7873956876047717,0.7694249802102205,0.8001039260729197
free_choice,117,0.78863528864197,0.7698022067714183,0.8020338926040054
free_choice,118,0.7899594879027068,0.7696910948955451,0.8044418948250177
free_choice,119,0.7913703420541633,0.7704772272273476,0.8067673768885957
free_choice_centaur,0,0.5426451569403611,0.5160197010179939,0.5683700755305301
free_choice_centaur,1,0.5564775809973415,0.5327175552226237,0.5792367503557234
free_choice_centaur,2,0.5695889586008142,0.5478741377388642,0.5911254452855107
free_choice_centaur,3,0.5819909483916647,0.5624186234409236,0.6014323199881119
free_choice_centaur,4,0.593699145139949,0.5755609782712527,0.6125320335674816
free_choice_centaur,5,0.6047322817437184,0.5873342232152068,0.6221342680041592
free_choice_centaur,6,0.6151115200532483,0.5983995557512077,0.6318340618843796
free_choice_centaur,7,0.6248598308473906,0.6089368444145147,0.6411071328391709
free_choice_centaur,8,0.6340014601474393,0.618431748123308,0.649989372359156
free_choice_centaur,9,0.6425614768692863,0.62723520311417,0.6583353043421294
free_choice_centaur,10,0.6505653954186789,0.6367835388549175,0.6660166651497962
free_choice_centaur,11,0.6580388660648432,0.6444234562956251,0.6728183782102443
free_choice_centaur,12,0.6650074256374265,0.6507877949904399,0.6797012381586184
free_choice_centaur,13,0.6714963011531713,0.657084933663121,0.6859562366443462
free_choice_centaur,14,0.6775302592858378,0.6630505483483091,0.6920257977676224
free_choice_centaur,15,0.6831334950601586,0.6686873513827852,0.698059354610109
free_choice_centaur,16,0.6883295537114508,0.6736369667393541,0.7036985044261101
free_choice_centaur,17,0.6931412802567333,0.6781153309586966,0.7081602196455696
free_choice_centaur,18,0.6975907919343365,0.682343959466841,0.712176164717596
free_choice_centaur,19,0.7016994692616689,0.6865105927012114,0.715852719623542
free_choice_centaur,20,0.7054879620184659,0.6904143584721742,0.7194877073284645
free_choice_centaur,21,0.7089762069755596,0.6940688379380762,0.7228239237807774
free_choice_centaur,22,0.7121834546520915,0.6973080252896237,0.7257543231332079
free_choice_centaur,23,0.7151283027957603,0.7002071677480752,0.7284169832653614
free_choice_centaur,24,0.7178287346423294,0.7027290556482267,0.7310614901706665
free_choice_centaur,25,0.7203021603248994,0.7048339162601803,0.7335593146102382
free_choice_centaur,26,0.7225654600741265,0.7065536769701827,0.7356181755166371
free_choice_centaur,27,0.7246350280818049,0.7085462740241506,0.737773534226939
free_choice_centaur,28,0.7265268160964037,0.7102983132328403,0.7397697316359947
free_choice_centaur,29,0.7282563759845182,0.7116713326211366,0.7415760629225009
free_choice_centaur,30,0.7298389006308269,0.7129514220119203,0.7432426084230849
free_choice_centaur,31,0.7312892626647468,0.7141849320450545,0.7445695316862478
free_choice_centaur,32,0.7326220505979338,0.7151982128982258,0.7458347084008259
free_choice_centaur,33,0.7338516020360246,0.7162818037606877,0.7471701902500298
free_choice_centaur,34,0.7349920336931779,0.7172793346038249,0.7485920148469408
free_choice_centaur,35,0.7360572679912292,0.7182060980622424,0.7497212906688471
free_choice_centaur,36,0.7370610560685384,0.7190772454796538,0.7508498491054023
free_choice_centaur,37,0.7380169970584152,0.7200870758493417,0.7522117989634273
free_choice_centaur,38,0.7389385535246895,0.7210905867027774,0.7534532782255685
free_choice_centaur,39,0.7398390629635901,0.7220733458518648,0.7546931687048866
free_choice_centaur,40,0.7407316580316468,0.7230478463937846,0.7557201620868496
free_choice_centaur,41,0.7416241334520095,0.7240214327586991,0.7566933383001972
free_choice_centaur,42,0.7425161360266271,0.7249935891401775,0.7576407766966315
free_choice_centaur,43,0.7434066219536244,0.7258960896145858,0.7585629113228851
free_choice_centaur,44,0.7442945565256185,0.7266809819824707,0.7594601681497481
free_choice_centaur,45,0.7451789141637942,0.7274788973812439,0.76035241165442
free_choice_centaur,46,0.746058678424331,0.7282878454260793,0.7612631892143703
free_choice_centaur,47,0.7469328419769123,0.7291050908352357,0.7621102706502739
free_choice_centaur,48,0.7478004065550699,0.729915143605955,0.7628450670403867
free_choice_centaur,49,0.7486603828781397,0.7307314980216159,0.7635876686674652
free_choice_centaur,50,0.7495117905446265,0.7316912495314501,0.7643441912609666
free_choice_centaur,51,0.7503536578967982,0.7327101279871544,0.7650786177125373
free_choice_centaur,52,0.7511850218563574,0.733730222512858,0.765882102749094
free_choice_centaur,53,0.7520049277310552,0.734749257110392,0.7666727866976898
free_choice_centaur,54,0.7528124289921415,0.7356088945181878,0.7674490920063328
free_choice_centaur,55,0.7536065870225648,0.7362440363696525,0.7682291004291982
free_choice_centaur,56,0.754386470835857,0.7368709177835615,0.7690699777424764
free_choice_centaur,57,0.7551511567656634,0.7376390232205361,0.7695504890127514
free_choice_centaur,58,0.7558997281258925,0.7386179557630624,0.7700919184153796
free_choice_centaur,59,0.7566312748414854,0.7395810436080795,0.7706315017937838
free_choice_centaur,60,0.7573448930498219,0.7405261475212506,0.7713920087122121
free_choice_centaur,61,0.758039684672793,0.7414511484871444,0.7721429131235074
free_choice_centaur,62,0.7587147569595933,0.742189992631664,0.7728816901740369
free_choice_centaur,63,0.759369222000296,0.7428316211611503,0.7734356203259811
free_choice_centaur,64,0.7600021962102882,0.7432888043829254,0.7738997882691594
free_choice_centaur,65,0.7606127997856592,0.7439862483368068,0.7743996420453312
free_choice_centaur,66,0.7612001561296419,0.7447563900409171,0.7751352028514193
free_choice_centaur,67,0.7617633912502214,0.7454740478465588,0.775637806567931
free_choice_centaur,68,0.7623016331290319,0.7459892997433475,0.7762096718965779
free_choice_centaur,69,0.7628140110616712,0.7464789038283959,0.776801801192433
free_choice_centaur,70,0.7632996549695744,0.7469418840216486,0.7773265390622287
free_choice_centaur,71,0.7637576946835856,0.7473772644723949,0.7778206926622904
free_choice_centaur,72,0.7641872591993858,0.7477840688070205,0.7782722247569017
free_choice_centaur,73,0.7645874759049329,0.7480960129899938,0.7786794946749852
free_choice_centaur,74,0.7649574697800778,0.7483929592662419,0.7790904102967233
free_choice_centaur,75,0.7652963625685325,0.7486781655051868,0.779502330548412
free_choice_centaur,76,0.7656032719223689,0.7489517300749824,0.7798665722309647
free_choice_centaur,77,0.7658773105192404,0.7492838416824279,0.7801815646977306
free_choice_centaur,78,0.7661175851525254,0.7496927496228837,0.7803770868133134
free_choice_centaur,79,0.7663231957946084,0.7501134173367541,0.7803730549016984
free_choice_centaur,80,0.7664934609451175,0.7505074625217499,0.7803226301072123
free_choice_centaur,81,0.7666303198193769,0.7508443808006212,0.7804624899858447
free_choice_centaur,82,0.7667373947897054,0.7511707349412821,0.7806074610775132
free_choice_centaur,83,0.7668183237255166,0.7514875225594346,0.7807177139110462
free_choice_centaur,84,0.7668767346049994,0.7517784473362132,0.7808277697178458
free_choice_centaur,85,0.7669162480545456,0.7520530466873788,0.780943435791586
free_choice_centaur,86,0.7669404795121475,0.7522661739702684,0.7810429336381584
free_choice_centaur,87,0.7669530410141061,0.7519953616188007,0.7811280347244316
free_choice_centaur,88,0.7669575426046025,0.7517168680181889,0.7812015782041563
free_choice_centaur,89,0.7669575933678512,0.7518958993093287,0.7812663989743116
free_choice_centaur,90,0.7669568020826851,0.751955748933243,0.7814044009826322
free_choice_centaur,91,0.766958777499502,0.7518367580274782,0.7817280119029217
free_choice_centaur,92,0.7669671282395559,0.7517264987851716,0.7820590149179202
free_choice_centaur,93,0.7669854623165837,0.7516306795571566,0.7823873468249459
free_choice_centaur,94,0.7670173862807264,0.7515445265716294,0.7825102782482701
free_choice_centaur,95,0.7670665039846383,0.7514833202420337,0.7825975105046379
free_choice_centaur,96,0.7671364149715707,0.7513983681532431,0.7826923330872836
free_choice_centaur,97,0.7672307124850744,0.751302424565324,0.7827967782590726
free_choice_centaur,98,0.7673529810997858,0.7512586076005915,0.7828882859777325
free_choice_centaur,99,0.7675067939725558,0.7515188315819623,0.7828277932890381
free_choice_centaur,100,0.7676957097129387,0.7518293151775289,0.7829657795469527
free_choice_centaur,101,0.7679232688718062,0.7520792612091309,0.7831181633791752
free_choice_centaur,102,0.7681929900465763,0.7523694886571904,0.783261179271781
free_choice_centaur,103,0.7685083656012748,0.752598051045989,0.7833948112793996
free_choice_centaur,104,0.7688728569993821,0.7527848497317867,0.78351903877099
free_choice_centaur,105,0.7692898897471798,0.753021766525154,0.7839186026243292
free_choice_centaur,106,0.7697628479451075,0.7535859580846472,0.7843639099771696
free_choice_centaur,107,0.7702950684445161,0.754309223853354,0.7843820072819864
free_choice_centaur,108,0.7708898346071437,0.7547163217005833,0.7843174989290163
free_choice_centaur,109,0.7715503696647155,0.7552314229682159,0.7847227646181199
free_choice_centaur,110,0.7722798296762714,0.7557206526957385,0.7846208957764141
free_choice_centaur,111,0.7730812960812151,0.7561572163218372,0.7851132752496323
free_choice_centaur,112,0.7739577678466774,0.7573329524460011,0.7863146124632692
free_choice_centaur,113,0.7749121532086363,0.7586345909405295,0.7876041994649217
free_choice_centaur,114,0.7759472610073908,0.7589368688209799,0.788905976295498
free_choice_centaur,115,0.7770657916194664,0.7597315690322016,0.7903223960198054
free_choice_centaur,116,0.7782703274899108,0.7607760069817021,0.7917811839588303
free_choice_centaur,117,0.7795633232712477,0.7605364322010092,0.7938741011135132
free_choice_centaur,118,0.780947095578151,0.7600624275820056,0.7955027248343114
free_choice_centaur,119,0.7824238123702326,0.7607462271929764,0.7984709382427823
scaffolding_nofade,0,0.5423589942079966,0.5144532428353931,0.568158484500122
scaffolding_nofade,1,0.5601670197880324,0.5363294674428046,0.5827837360400794
scaffolding_nofade,2,0.5769473440734005,0.5550147300163496,0.5968661307874996
scaffolding_nofade,3,0.5927112481122143,0.5725884116336584,0.6113578192530034
scaffolding_nofade,4,0.6074792996585985,0.5894700444023555,0.6256847157969827
scaffolding_nofade,5,0.6212793424170978,0.6048112995737316,0.6381210472190759
scaffolding_nofade,6,0.6341447126482882,0.6183127575433662,0.6495683294016742
scaffolding_nofade,7,0.6461126948634399,0.6316803145298673,0.6607008616940164
scaffolding_nofade,8,0.6572232138337893,0.6434191277454355,0.6715669855430019
scaffolding_nofade,9,0.667517750179312,0.6540702779567027,0.6813760053122968
scaffolding_nofade,10,0.6770384605756612,0.6640048809580863,0.6909453816298481
scaffolding_nofade,11,0.685827480304203,0.6731720073552452,0.6995131827293993
scaffolding_nofade,12,0.6939263847138116,0.681495892655471,0.707216857308449
scaffolding_nofade,13,0.7013757865177171,0.6894095155676719,0.71436074057566
scaffolding_nofade,14,0.7082150471900978,0.6961706469214299,0.7210244365853242
scaffolding_nofade,15,0.7144820826500581,0.702383398968845,0.7273914777468077
scaffolding_nofade,16,0.7202132456257057,0.7081416500217242,0.7329408192242652
scaffolding_nofade,17,0.725443269367212,0.7134005192626601,0.7377612112307643
scaffolding_nofade,18,0.7302052595845112,0.7180638735276225,0.7425720493015178
scaffolding_nofade,19,0.7345307235359355,0.7223012253369344,0.7469203822120535
scaffolding_nofade,20,0.7384496270414871,0.7257442329993691,0.7507129123225221
scaffolding_nofade,21,0.7419904718192825,0.7285945844247724,0.7540810972741983
scaffolding_nofade,22,0.7451803869454396,0.7316423286470037,0.757202685119567
scaffolding_nofade,23,0.7480452294276235,0.7346956011288275,0.7596917662230397
scaffolding_nofade,24,0.7506096898787252,0.7372265482576041,0.7619203067825926
scaffolding_nofade,25,0.7528974001012223,0.7392594928826074,0.7641594341397606
scaffolding_nofade,26,0.7549310400669889,0.7411052629589078,0.7662857204801701
scaffolding_nofade,27,0.7567324423235106,0.7427456557116576,0.7683023430058894
scaffolding_nofade,28,0.7583226922958539,0.7445253636356187,0.7698283639945075
scaffolding_nofade,29,0.7597222233026193,0.7461055891861758,0.7711898529175375
scaffolding_nofade,30,0.7609509053795132,0.7472810839287733,0.7724071571369295
scaffolding_nofade,31,0.7620281272199542,0.7483042191029227,0.7737173086428726
scaffolding_nofade,32,0.7629728707100012,0.7491961622942536,0.7748468493522165
scaffolding_nofade,33,0.7638037776646327,0.7499777670571242,0.7756636553204703
scaffolding_nofade,34,0.7645392084720442,0.7506612849557511,0.7764700677216434
scaffolding_nofade,35,0.7651972924286418,0.7512603012166704,0.777404029126742
scaffolding_nofade,36,0.765795969604962,0.7517084101412238,0.7782598257087108
