section,condition,outcome,centaur,logistic,difference,ci_low,ci_high,n_learners
paired difference,traditional,far_ep19,0.45,0.425,0.025,-0.025,0.075,40
paired difference,traditional,unaided_ep29,0.6,0.5916666666666666,0.008333333333333335,0.0,0.025,40
paired difference,traditional,far_ep29,0.425,0.4375,-0.0125,-0.0375,0.0,40
arm contrast within centaur,S-T,first_try,,,0.010000000000000004,0.005000000000000002,0.015833333333333335,40
arm contrast within centaur,S-T,transfer,,,0.008333333333333325,-0.0016666666666666733,0.018333333333333323,40
arm contrast within centaur,S-T,reveal,,,0.0008333333333333333,-0.001666666666666667,0.003333333333333333,40
arm contrast within centaur,S-T,help_per_episode,,,0.01083333333333333,-0.022500000000000003,0.04502083333333322,40
arm contrast within centaur,S-T,effort,,,-0.00023325320697355768,-0.003743702858915537,0.0032202949459331338,40
arm contrast within centaur,S-T,K,,,0.014146962305960247,0.011051050413859028,0.017333798812509647,40
arm contrast within centaur,S-T,M,,,-0.0020416412831786883,-0.0034114416661399608,-0.0007600901423594653,40
arm contrast within centaur,S-T,R,,,0.0010762834076529972,-0.0009543133133166769,0.003314760527295004,40
arm contrast within centaur,S-T,C,,,-0.019238281250000003,-0.030041503906250003,-0.009218750000000008,40
arm contrast within centaur,S-T,D,,,-0.00025000000000000196,-0.0034999999999999827,0.002833333333333341,40
arm contrast within centaur,S-T,unaided_ep9,,,0.008333333333333335,0.0,0.025,40
arm contrast within centaur,S-T,far_ep9,,,0.025,0.0,0.0625,40
arm contrast within centaur,S-T,unaided_ep19,,,0.008333333333333333,0.0,0.025,40
arm contrast within centaur,S-T,far_ep19,,,0.0,0.0,0.0,40
arm contrast within centaur,S-T,unaided_ep29,,,0.0,0.0,0.0,40
arm contrast within centaur,S-T,far_ep29,,,0.0125,0.0,0.0375,40
arm contrast within centaur,U-T,first_try,,,-0.05499999999999999,-0.07583333333333334,-0.03583333333333333,40
arm contrast within centaur,U-T,transfer,,,-0.07083333333333333,-0.10085416666666669,-0.0425,40
arm contrast within centaur,U-T,reveal,,,0.3383333333333333,0.2849791666666666,0.3925,40
arm contrast within centaur,U-T,help_per_episode,,,-0.28833333333333333,-0.35418750000000004,-0.22833333333333333,40
arm contrast within centaur,U-T,effort,,,-0.17529750988891757,-0.20571067176964838,-0.1461324867212792,40
arm contrast within centaur,U-T,K,,,-0.09065187920517172,-0.11227594072705638,-0.07148410355325123,40
arm contrast within centaur,U-T,M,,,-0.10004439831627798,-0.11408700382439331,-0.08606752354810782,40
arm contrast within centaur,U-T,R,,,-0.0394839327649804,-0.04708592617443114,-0.03201343985662139,40
arm contrast within centaur,U-T,C,,,-0.015410156250000001,-0.027070312500000006,-0.0035932617187499983,40
arm contrast within centaur,U-T,D,,,0.042000000000000016,0.03250000000000004,0.051750000000000004,40
arm contrast within centaur,U-T,unaided_ep9,,,-0.03333333333333334,-0.06666666666666668,-0.008333333333333333,40
arm contrast within centaur,U-T,far_ep9,,,-0.075,-0.175,0.0125,40
arm contrast within centaur,U-T,unaided_ep19,,,-0.025,-0.06666666666666667,0.0,40
arm contrast within centaur,U-T,far_ep19,,,-0.075,-0.175,0.0125,40
arm contrast within centaur,U-T,unaided_ep29,,,-0.09166666666666666,-0.15833333333333335,-0.03333333333333333,40
arm contrast within centaur,U-T,far_ep29,,,-0.125,-0.25,-0.0125,40
arm contrast within centaur,S-U,first_try,,,0.06499999999999999,0.045000000000000005,0.08666666666666666,40
arm contrast within centaur,S-U,transfer,,,0.07916666666666666,0.0475,0.11085416666666656,40
arm contrast within centaur,S-U,reveal,,,-0.3375,-0.39,-0.2849791666666668,40
arm contrast within centaur,S-U,help_per_episode,,,0.2991666666666667,0.24833333333333335,0.355,40
arm contrast within centaur,S-U,effort,,,0.17506425668194397,0.14624763468647212,0.20425665599289958,40
arm contrast within centaur,S-U,K,,,0.10479884151113197,0.08341273898056312,0.12921987601542698,40
arm contrast within centaur,S-U,M,,,0.0980027570330993,0.08497662176405316,0.11132693045861716,40
arm contrast within centaur,S-U,R,,,0.040560216172633404,0.033065355203768895,0.0482967726052993,40
arm contrast within centaur,S-U,C,,,-0.0038281250000000017,-0.01662548828124999,0.008105468749999994,40
arm contrast within centaur,S-U,D,,,-0.04225000000000002,-0.05150416666666668,-0.03358333333333334,40
arm contrast within centaur,S-U,unaided_ep9,,,0.041666666666666664,0.008333333333333335,0.075,40
arm contrast within centaur,S-U,far_ep9,,,0.1,0.0,0.2,40
arm contrast within centaur,S-U,unaided_ep19,,,0.03333333333333334,0.0,0.075,40
arm contrast within centaur,S-U,far_ep19,,,0.075,-0.0125,0.175,40
arm contrast within centaur,S-U,unaided_ep29,,,0.09166666666666666,0.03333333333333333,0.15833333333333335,40
arm contrast within centaur,S-U,far_ep29,,,0.1375,0.025,0.2625,40
arm contrast within logistic,S-T,first_try,,,0.008333333333333333,0.004166666666666666,0.014166666666666664,40
arm contrast within logistic,S-T,transfer,,,0.005833333333333334,0.0,0.013333333333333332,40
arm contrast within logistic,S-T,reveal,,,0.0,0.0,0.0,40
arm contrast within logistic,S-T,help_per_episode,,,-0.012499999999999999,-0.023354166666666665,-0.003333333333333334,40
arm contrast within logistic,S-T,effort,,,0.0017524184634300332,0.0007096680234503743,0.0030783967730166843,40
arm contrast within logistic,S-T,K,,,0.015737663533529962,0.012817800707563904,0.019139268958143073,40
arm contrast within logistic,S-T,M,,,-0.0014352720620430261,-0.0023987015221249267,-0.0006256058016554733,40
arm contrast within logistic,S-T,R,,,0.0017589036606593575,0.0006140126978002672,0.0031523698887048557,40
arm contrast within logistic,S-T,C,,,0.0006445312499999967,-0.0008789062500000057,0.002070312499999999,40
arm contrast within logistic,S-T,D,,,-0.002083333333333335,-0.003666666666666668,-0.0008333333333333359,40
arm contrast within logistic,S-T,unaided_ep9,,,0.008333333333333335,0.0,0.025,40
arm contrast within logistic,S-T,far_ep9,,,0.025,0.0,0.0625,40
arm contrast within logistic,S-T,unaided_ep19,,,0.008333333333333333,0.0,0.025,40
arm contrast within logistic,S-T,far_ep19,,,0.0375,0.0,0.0875,40
arm contrast within logistic,S-T,unaided_ep29,,,0.025,0.0,0.06666666666666667,40
arm contrast within logistic,S-T,far_ep29,,,0.0,-0.0625,0.0625,40
arm contrast within logistic,U-T,first_try,,,-0.057499999999999996,-0.07749999999999999,-0.03916666666666666,40
arm contrast within logistic,U-T,transfer,,,-0.07166666666666666,-0.09752083333333333,-0.04583333333333332,40
arm contrast within logistic,U-T,reveal,,,0.3358333333333333,0.2841458333333333,0.3875,40
arm contrast within logistic,U-T,help_per_episode,,,-0.21749999999999997,-0.2758333333333333,-0.16499999999999998,40
arm contrast within logistic,U-T,effort,,,-0.1801830037513219,-0.20795174381987105,-0.1516405287844827,40
arm contrast within logistic,U-T,K,,,-0.09292211017804101,-0.11434258067660118,-0.07414038950864961,40
arm contrast within logistic,U-T,M,,,-0.09916935867202248,-0.11289722887304787,-0.08592065117348811,40
arm contrast within logistic,U-T,R,,,-0.043413336530203114,-0.049852843578374474,-0.036788968152076496,40
arm contrast within logistic,U-T,C,,,0.004531250000000009,-0.0016997070312499837,0.011546386718749984,40
arm contrast within logistic,U-T,D,,,0.04908333333333338,0.04099791666666669,0.05708541666666671,40
arm contrast within logistic,U-T,unaided_ep9,,,-0.03333333333333334,-0.06666666666666668,-0.008333333333333333,40
arm contrast within logistic,U-T,far_ep9,,,-0.0625,-0.15,0.025,40
arm contrast within logistic,U-T,unaided_ep19,,,-0.04166666666666667,-0.08333333333333334,-0.008333333333333333,40
arm contrast within logistic,U-T,far_ep19,,,-0.05,-0.15,0.05,40
arm contrast within logistic,U-T,unaided_ep29,,,-0.08333333333333333,-0.1583333333333333,-0.025,40
arm contrast within logistic,U-T,far_ep29,,,-0.1375,-0.2625,-0.025,40
arm contrast within logistic,S-U,first_try,,,0.06583333333333333,0.04666666666666667,0.08666666666666666,40
arm contrast within logistic,S-U,transfer,,,0.07749999999999999,0.04916666666666666,0.10833333333333332,40
arm contrast within logistic,S-U,reveal,,,-0.3358333333333333,-0.3875,-0.2841458333333335,40
arm contrast within logistic,S-U,help_per_episode,,,0.205,0.15583333333333332,0.2575,40
arm contrast within logistic,S-U,effort,,,0.18193542221475195,0.1528897281312162,0.2102546224244102,40
arm contrast within logistic,S-U,K,,,0.10865977371157096,0.08737378706188131,0.13278121749892524,40
arm contrast within logistic,S-U,M,,,0.09773408660997944,0.08492280137214048,0.11079621502324608,40
arm contrast within logistic,S-U,R,,,0.04517224019086248,0.038108522290898846,0.0521389247650897,40
arm contrast within logistic,S-U,C,,,-0.003886718750000012,-0.011309570312500008,0.002617187499999985,40
arm contrast within logistic,S-U,D,,,-0.051166666666666714,-0.0596666666666667,-0.042500000000000024,40
arm contrast within logistic,S-U,unaided_ep9,,,0.041666666666666664,0.008333333333333335,0.075,40
arm contrast within logistic,S-U,far_ep9,,,0.0875,-0.0125,0.1875,40
arm contrast within logistic,S-U,unaided_ep19,,,0.05,0.008333333333333333,0.10833333333333332,40
arm contrast within logistic,S-U,far_ep19,,,0.0875,-0.0125,0.1875,40
arm contrast within logistic,S-U,unaided_ep29,,,0.10833333333333332,0.04979166666666667,0.18333333333333332,40
arm contrast within logistic,S-U,far_ep29,,,0.1375,0.025,0.2625,40
